primary,synonyms,description,
ENPP2,ATX+AHw-ATX+AC0-X+AHw-AUTOTAXIN+AHw-LysoPLD+AHw-NPP2+AHw-PD+AC0-IALPHA+AHw-PDNP2+AHw-ATX+AHw-PD+AC0-IALPHA+AHw-PDNP2+AHw-ATX+AHw-PDNP2,ectonucleotide pyrophosphatase/phosphodiesterase 2,
ENPP3,B10+AHw-CD203c+AHw-NPP3+AHw-PD+AC0-IBETA+AHw-PDNP3+AHw-PD+AC0-IBETA+AHw-gp130RB13+AC0-6+AHw-B10+AHw-CD203c+AHw-PDNP3+AHw-PDNP3,ectonucleotide pyrophosphatase/phosphodiesterase 3,
ENPP4,NPP4+AHw-NPP4+AHw-KIAA0879+AHw-AP3Aase+AHw-KIAA0879+AHw-NPP4,ectonucleotide pyrophosphatase/phosphodiesterase 4,
ENPP5,NPP+AC0-5+AHw-NPP5,ectonucleotide pyrophosphatase/phosphodiesterase 5 (putative),
ENPP6,NPP6+AHw-MGC33971,ectonucleotide pyrophosphatase/phosphodiesterase 6,
ENPP7,ALK+AC0-SMase+AHw-E+AC0-NPP 7+AHw-NPP+AC0-7+AHw-NPP7+AHw-alk+AC0-SMase+AHw-NPP7,ectonucleotide pyrophosphatase/phosphodiesterase 7,
ENPP7P1,,,
ENPP7P10,,,
ENPP7P11,,,
ENPP7P12,,,
ENPP7P13,DUNQU1,ectonucleotide pyrophosphatase/phosphodiesterase 7 pseudogene 13,
ENPP7P14,,,
ENPP7P2,,,
ENPP7P3,,,
ENPP7P4,,,
ENPP7P5,,,
ENPP7P6,,,
ENPP7P7,,,
ENPP7P8,,,
ENPP7P9,,,
ENSA,ARPP+AC0-19e+AHw-MGC4319+AHw-MGC8394+AHw-MGC78563+AHw-ARPP+AC0-19e,endosulfine alpha,
ENSAP1,ENSAP+AHw-dJ822J19.1,endosulfine alpha pseudogene 1,
ENSAP2,,,
ENSAP3,,,
ENTHD1,CACNA1I+AHw-dJ370M22.3+AHw-FLJ25421,ENTH domain containing 1,
ENTPD1,ATPDase+AHw-CD39+AHw-NTPDase+AC0-1+AHw-SPG64+AHw-NTPDase+AC0-1+AHw-ATPDase+AHw-SPG64+AHw-CD39+AHw-CD39,ectonucleoside triphosphate diphosphohydrolase 1,
ENTPD1+AC0-AS1,,,
ENTPD2,CD39L1+AHw-NTPDase+AC0-2+AHw-NTPDase+AC0-2+AHw-CD39L1+AHw-CD39L1,ectonucleoside triphosphate diphosphohydrolase 2,
ENTPD3,CD39L3+AHw-HB6+AHw-NTPDase+AC0-3+AHw-NTPDase+AC0-3+AHw-HB6+AHw-CD39L3+AHw-CD39L3,ectonucleoside triphosphate diphosphohydrolase 3,
ENTPD3+AC0-AS1,,,
ENTPD4,LALP70+AHw-LAP70+AHw-LYSAL1+AHw-NTPDase+AC0-4+AHw-UDPase+AHw-LALP70+AHw-LAP70+AHw-KIAA0392+AHw-NTPDase+AC0-4+AHw-UDPase+AHw-LYSAL1+AHw-KIAA0392+AHw-LALP70+AHw-LYSAL1,ectonucleoside triphosphate diphosphohydrolase 4,
ENTPD5,CD39L4+AHw-NTPDase+AC0-5+AHw-PCPH+AHw-NTPDase+AC0-5+AHw-CD39L4+AHw-PCPH+AHw-CD39L4+AHw-PCPH,ectonucleoside triphosphate diphosphohydrolase 5,
ENTPD6,CD39L2+AHw-IL+AC0-6SAG+AHw-IL6ST2+AHw-NTPDase+AC0-6+AHw-dJ738P15.3+AHw-NTPDase+AC0-6+AHw-dJ738P15.3+AHw-CD39L2+AHw-IL6ST2+AHw-CD39L2+AHw-IL6ST2,ectonucleoside triphosphate diphosphohydrolase 6 (putative),
ENTPD7,LALP1+AHw-LALP1+AHw-FLJ30978+AHw-LALP1,ectonucleoside triphosphate diphosphohydrolase 7,
ENTPD8,E+AC0-NTPDase+AHw-GLSR2492+AHw-NTPDase+AC0-8+AHw-UNQ2492+AHw-UNQ2492+AHw-NTPDase+AC0-8,ectonucleoside triphosphate diphosphohydrolase 8,
ENTR1,NY+AC0-CO+AC0-3+AHw-SDCCAG3+AHw-NY+AC0-CO+AC0-3+AHw-SDCCAG3,endosome associated trafficking regulator 1,
ENUR1,,,
ENUR2,,,
ENY2,DC6+AHw-Sus1+AHw-e(y)2+AHw-DC6+AHw-FLJ20480+AHw-Sus1,ENY2+AHw- transcription and export complex 2 subunit,
EOE1,EE,Esophagitis+AHw- eosinophilic,
EOE2,,,
EOGT,AER61+AHw-AOS4+AHw-C3orf64+AHw-EOGT1+AHw-AER61+AHw-FLJ33770+AHw-C3orf64+AHw-AER61+AHw-C3orf64+AHw-EOGT1,EGF domain specific O+AC0-linked N+AC0-acetylglucosamine transferase,
EOMES,TBR2+AHw-TBR2+AHw-TBR2,eomesodermin,
EOS,,,
EP3 prostanoid receptor EP3+AC0-I,,,
EP3+AC0-I,PTGER3,,
EP300,KAT3B+AHw-RSTS2+AHw-p300+AHw-p300+AHw-KAT3B+AHw-P300,E1A binding protein p300,
EP300+AC0-AS1,,,
EP3f,PTGER3,,
EP400,CAGH32+AHw-P400+AHw-TNRC12+AHw-CAGH32+AHw-KIAA1498+AHw-P400+AHw-KIAA1818+AHw-DKFZP434I225+AHw-TNRC12+AHw-CAGH32+AHw-KIAA1498+AHw-KIAA1818+AHw-TNRC12,E1A binding protein p400,
EP400P1,EP400NL+AHw-EP400NL,EP400 pseudogene 1,
EPAS1,ECYT4+AHw-HIF2A+AHw-HLF+AHw-MOP2+AHw-PASD2+AHw-bHLHe73+AHw-MOP2+AHw-PASD2+AHw-HIF2A+AHw-HLF+AHw-bHLHe73+AHw-BHLHE73+AHw-HIF2A+AHw-MOP2+AHw-PASD2,endothelial PAS domain protein 1,
EPB3,,,
EPB41,4.1R+AHw-EL1+AHw-HE+AHw-4.1R+AHw-EL1+AHw-E41P,erythrocyte membrane protein band 4.1,
EPB41L1,4.1N+AHw-MRD11+AHw-KIAA0338+AHw-4.1N+AHw-KIAA0338,erythrocyte membrane protein band 4.1 like 1,
EPB41L2,4.1+AC0-G+AHw-4.1G+AHw-4.1+AC0-G,erythrocyte membrane protein band 4.1 like 2,
EPB41L3,4.1B+AHw-DAL+AC0-1+AHw-DAL1+AHw-DAL1+AHw-KIAA0987+AHw-4.1B+AHw-DAL1+AHw-KIAA0987,erythrocyte membrane protein band 4.1 like 3,
EPB41L4A,EPB41L4+AHw-NBL4+AHw-NBL4+AHw-EPB41L4,erythrocyte membrane protein band 4.1 like 4A,
EPB41L4A+AC0-AS1,C5orf26+AHw-NCRNA00219+AHw-TIGA1,EPB41L4A antisense RNA 1,
EPB41L4A+AC0-DT,EPB41L4A+AC0-AS2,EPB41L4A divergent transcript,
EPB41L4B,CG1+AHw-EHM2+AHw-EHM2+AHw-EHM2+AHw-LULU2,erythrocyte membrane protein band 4.1 like 4B,
EPB41L5,BE37+AHw-YMO1+AHw-YRT+AHw-KIAA1548+AHw-FLJ12957+AHw-BE37+AHw-YMO1+AHw-YRT+AHw-KIAA1548,erythrocyte membrane protein band 4.1 like 5,
EPB42,PA+AHw-SPH5+AHw-PA+AHw-MGC116735+AHw-MGC116737+AHw-E42P,erythrocyte membrane protein band 4.2,
EPC1,Epl1+AHw-Epl1,enhancer of polycomb homolog 1,
EPC2,EPC+AC0-LIKE+AHw-DKFZP566F2124,enhancer of polycomb homolog 2,
EPCAM,DIAR5+AHw-EGP+AC0-2+AHw-EGP314+AHw-EGP40+AHw-ESA+AHw-HNPCC8+AHw-KS1/4+AHw-KSA+AHw-M4S1+AHw-MIC18+AHw-MK+AC0-1+AHw-TACSTD1+AHw-TROP1+AHw-Ly74+AHw-TROP1+AHw-GA733+AC0-2+AHw-EGP34+AHw-EGP40+AHw-EGP+AC0-2+AHw-KSA+AHw-CD326+AHw-Ep+AC0-CAM+AHw-HEA125+AHw-KS1/4+AHw-MK+AC0-1+AHw-MH99+AHw-MOC31+AHw-323/A3+AHw-17+AC0-1A+AHw-TACST+AC0-1+AHw-CO+AC0-17A+AHw-ESA+AHw-M4S1+AHw-MIC18+AHw-TACSTD1+AHw-GA733+AC0-2+AHw-M1S2+AHw-M4S1+AHw-MIC18+AHw-TACSTD1+AHw-TROP1,epithelial cell adhesion molecule,
EPDR1,EPDR+AHw-MERP+AC0-1+AHw-MERP1+AHw-UCC1+AHw-MERP+AC0-1+AHw-MERP1+AHw-UCC1+AHw-EPDR+AHw-MERP1+AHw-UCC1,ependymin related 1,
EPFP1,,,
EPG5,HEEW1+AHw-KIAA1632+AHw-VICIS+AHw-hEPG5+AHw-KIAA1632+AHw-KIAA1632,ectopic P+AC0-granules autophagy protein 5 homolog,
EPGN,ALGV3072+AHw-EPG+AHw-PRO9904+AHw-epigen+AHw-EPG+AHw-PRO9904+AHw-ALGV3072,epithelial mitogen,
EPHA1,EPH+AHw-EPHT+AHw-EPHT1+AHw-EPH+AHw-EPHT+AHw-EPHT1+AHw-EPH+AHw-EPHT+AHw-EPHT1,EPH receptor A1,
EPHA1+AC0-AS1,,,
EPHA10,FLJ16103+AHw-FLJ33655,,
EPHA2,ARCC2+AHw-CTPA+AHw-CTPP1+AHw-CTRCT6+AHw-ECK+AHw-ECK+AHw-ECK,EPH receptor A2,
EPHA3,EK4+AHw-ETK+AHw-ETK1+AHw-HEK+AHw-HEK4+AHw-TYRO4+AHw-HEK+AHw-HEK4+AHw-ETK+AHw-ETK1+AHw-TYRO4+AHw-ETK+AHw-ETK1+AHw-HEK+AHw-TYRO4,EPH receptor A3,
EPHA4,EK8+AHw-HEK8+AHw-SEK+AHw-TYRO1+AHw-Hek8+AHw-TYRO1+AHw-HEK8+AHw-SEK+AHw-TYRO1,EPH receptor A4,
EPHA5,CEK7+AHw-EHK+AC0-1+AHw-EHK1+AHw-EK7+AHw-HEK7+AHw-TYRO4+AHw-Hek7+AHw-TYRO4+AHw-CEK7+AHw-EHK1+AHw-BSK+AHw-EHK1+AHw-HEK7+AHw-TYRO4,EPH receptor A5,
EPHA5+AC0-AS1,,,
EPHA6,EHK+AC0-2+AHw-EHK2+AHw-EK12+AHw-EPA6+AHw-HEK12+AHw-PRO57066+AHw-FLJ35246+AHw-EHK2+AHw-HEK12,EPH receptor A6,
EPHA7,EHK+AC0-3+AHw-EHK3+AHw-EK11+AHw-HEK11+AHw-Hek11+AHw-EHK3+AHw-HEK11,EPH receptor A7,
EPHA8,EEK+AHw-EK3+AHw-HEK3+AHw-Hek3+AHw-EEK+AHw-EEK+AHw-HEK3+AHw-KIAA1459,EPH receptor A8,
EPHB1,ELK+AHw-EPHT2+AHw-Hek6+AHw-NET+AHw-Hek6+AHw-EPHT2+AHw-ELK+AHw-EPHT2+AHw-HEK6+AHw-NET,EPH receptor B1,
EPHB2,CAPB+AHw-DRT+AHw-EK5+AHw-EPHT3+AHw-ERK+AHw-Hek5+AHw-PCBC+AHw-Tyro5+AHw-Hek5+AHw-Tyro5+AHw-DRT+AHw-ERK+AHw-EPHT3+AHw-DRT+AHw-EPHT3+AHw-EPTH3+AHw-ERK+AHw-HEK5+AHw-TYRO5,EPH receptor B2,
EPHB2 variant protein,,,
EPHB3,EK2+AHw-ETK2+AHw-HEK2+AHw-TYRO6+AHw-Hek2+AHw-Tyro6+AHw-ETK2+AHw-ETK2+AHw-HEK2+AHw-TYRO6,EPH receptor B3,
EPHB4,HFASD+AHw-HTK+AHw-MYK1+AHw-TYRO11+AHw-Tyro11+AHw-HTK+AHw-HTK+AHw-MYK1+AHw-TYRO11,EPH receptor B4,
EPHB6,HEP+AHw-HEP,EPH receptor B6,
EPHX1,EPHX+AHw-EPOX+AHw-HYL1+AHw-MEH+AHw-EPHX+AHw-EPHX+AHw-EPOX,epoxide hydrolase 1,
EPHX2,CEH+AHw-SEH,epoxide hydrolase 2,
EPHX3,ABHD9+AHw-EH3+AHw-FLJ22408+AHw-ABHD9+AHw-ABHD9,epoxide hydrolase 3,
EPHX4,ABHD7+AHw-EH4+AHw-EPHXRP+AHw-EPHXRP+AHw-FLJ90341+AHw-ABHD7+AHw-ABHD7+AHw-EH4+AHw-EPHXRP,epoxide hydrolase 4,
EPM2A,EPM2+AHw-MELF+AHw-LDE+AHw-LD,EPM2A+AHw- laforin glucan phosphatase,
EPM2AIP1,KIAA0766+AHw-FLJ11207+AHw-KIAA0766,,
EPN1,,,
EPN2,EHB21+AHw-KIAA1065+AHw-EHB21+AHw-KIAA1065,epsin 2,
EPN2+AC0-AS1,,,
EPN2+AC0-IT1,,,
EPN3,FLJ20778+AHw-MGC129899,,
EPO,DBAL+AHw-ECYT5+AHw-EP+AHw-MVCD2+AHw-EP,erythropoietin,
EPOP,C17orf96+AHw-PRR28+AHw-LOC100170841+AHw-PRR28+AHw-C17orf96+AHw-C17orf96+AHw-PRR28,elongin BC and polycomb repressive complex 2 associated protein,
EPOR,EPO+AC0-R,erythropoietin receptor,
EPPIN,CT71+AHw-CT72+AHw-SPINLW1+AHw-WAP7+AHw-WFDC7+AHw-dJ461P17.2+AHw-EPPIN1+AHw-EPPIN2+AHw-EPPIN3+AHw-dJ461P17.2+AHw-WAP7+AHw-WFDC7+AHw-CT71+AHw-SPINLW1+AHw-SPINLW1+AHw-WAP7+AHw-WFDC7,epididymal peptidase inhibitor,
EPPIN+AC0-WFDC6,SPINLW1+AC0-WFDC6,EPPIN+AC0-WFDC6 readthrough,
EPPK1,EPIPL+AHw-EPIPL1+AHw-EPIPL1+AHw-EPIPL,epiplakin 1,
EPPS,,,
EPR+AC0-1,,,
EPRPDC,,,
EPRS,EARS+AHw-GLUPRORS+AHw-HLD15+AHw-PARS+AHw-PIG32+AHw-QARS+AHw-QPRS+AHw-EARS+AHw-PARS+AHw-GLUPRORS+AHw-QPRS+AHw-QARS+AHw-GLNS+AHw-PARS+AHw-QARS+AHw-QPRS,glutamyl+AC0-prolyl+AC0-tRNA synthetase,
EPS15,AF+AC0-1P+AHw-AF1P+AHw-MLLT5+AHw-AF+AC0-1P+AHw-MLLT5+AHw-AF1P,epidermal growth factor receptor pathway substrate 15,
EPS15L1,EPS15R+AHw-eps15R+AHw-EPS15R,epidermal growth factor receptor pathway substrate 15 like 1,
EPS15P1,EPS15L2+AHw-PRO1866,epidermal growth factor receptor pathway substrate 15 pseudogene 1,
EPS8,DFNB102,epidermal growth factor receptor pathway substrate 8,
EPS8L1,DRC3+AHw-EPS8R1+AHw-PP10566+AHw-FLJ20258+AHw-DRC3+AHw-MGC23164+AHw-MGC4642+AHw-DRC3+AHw-EPS8R1,EPS8 like 1,
EPS8L2,DFNB106+AHw-EPS8R2+AHw-FLJ21935+AHw-FLJ22171+AHw-MGC3088+AHw-EPS8R2,EPS8 like 2,
EPS8L3,EPS8R3+AHw-FLJ21522+AHw-MGC16817+AHw-EPS8R3,EPS8 like 3,
EPSTI1,BRESI1+AHw-BRESI1+AHw-MGC29634,epithelial stromal interaction 1,
EPT1,,,
EPX,EPO+AHw-EPP+AHw-EPX+AC0-PEN+AHw-EPXD+AHw-EPO+AHw-EPP+AHw-EPX+AC0-PEN+AHw-EPER+AHw-EPO+AHw-EPP,eosinophil peroxidase,
EPYC,DSPG3+AHw-PGLB+AHw-Pg+AC0-Lb+AHw-SLRR3B+AHw-Pg+AC0-Lb+AHw-SLRR3B+AHw-DSPG3+AHw-DSPG3+AHw-PGLB+AHw-SLRR3B,epiphycan,
EQTN,AFAF+AHw-C9orf11+AHw-SPACA8+AHw-AFAF+AHw-SPACA8+AHw-equatorin+AHw-C9orf11+AHw-AFAF+AHw-C9orf11,equatorin,
ER,,,
ERAF,,,
ERAL1,CEGA+AHw-ERA+AHw-ERA+AC0-W+AHw-ERAL1A+AHw-ERAL1B+AHw-H+AC0-ERA+AHw-HERA+AC0-A+AHw-HERA+AC0-B+AHw-PRLTS6+AHw-HERA+AC0-B+AHw-HERA,Era like 12S mitochondrial rRNA chaperone 1,
ERAP1,A+AC0-LAP+AHw-ALAP+AHw-APPILS+AHw-ARTS+AC0-1+AHw-ARTS1+AHw-ERAAP+AHw-ERAAP1+AHw-PILS+AC0-AP+AHw-PILSAP+AHw-ARTS+AC0-1+AHw-A+AC0-LAP+AHw-PILS+AC0-AP+AHw-KIAA0525+AHw-ERAAP1+AHw-APPILS+AHw-ARTS1+AHw-KIAA0525,endoplasmic reticulum aminopeptidase 1,
ERAP2,L+AC0-RAP+AHw-LRAP+AHw-L+AC0-RAP+AHw-LRAP+AHw-LRAP,endoplasmic reticulum aminopeptidase 2,
ERAS,HRAS2+AHw-HRASP+AHw-HRAS2+AHw-HRASP+AHw-HRAS2+AHw-HRASP,ES cell expressed Ras,
ERBB2,CD340+AHw-HER+AC0-2+AHw-HER+AC0-2/neu+AHw-HER2+AHw-MLN 19+AHw-NEU+AHw-NGL+AHw-TKR1+AHw-NEU+AHw-HER+AC0-2+AHw-CD340+AHw-HER2+AHw-NGL+AHw-HER2+AHw-MLN19+AHw-NEU+AHw-NGL,erb+AC0-b2 receptor tyrosine kinase 2,
ERBB2IP,,,
ERBB3,ErbB+AC0-3+AHw-HER3+AHw-LCCS2+AHw-MDA+AC0-BF+AC0-1+AHw-c+AC0-erbB+AC0-3+AHw-c+AC0-erbB3+AHw-erbB3+AC0-S+AHw-p180+AC0-ErbB3+AHw-p45+AC0-sErbB3+AHw-p85+AC0-sErbB3+AHw-HER3+AHw-LCCS2+AHw-HER3,erb+AC0-b2 receptor tyrosine kinase 3,
ERBB4,ALS19+AHw-HER4+AHw-p180erbB4+AHw-ALS19+AHw-HER4+AHw-HER4,erb+AC0-b2 receptor tyrosine kinase 4,
ERBIN,ERBB2IP+AHw-HEL+AC0-S+AC0-78+AHw-LAP2+AHw-LAP2+AHw-ERBB2IP+AHw-ERBB2IP+AHw-KIAA1225+AHw-LAP2,erbb2 interacting protein,
ERC1,Cast2+AHw-ELKS+AHw-ERC+AC0-1+AHw-RAB6IP2+AHw-ELKS+AHw-KIAA1081+AHw-CAST2+AHw-MGC12974+AHw-RAB6IP2+AHw-ELKS+AHw-KIAA1081+AHw-RAB6IP2,ELKS/RAB6+AC0-interacting/CAST family member 1,
ERC2,CAST+AHw-CAST1+AHw-ELKSL+AHw-SPBC110+AHw-Spc110+AHw-CAST+AHw-CAST1+AHw-KIAA0378+AHw-SPBC110+AHw-Spc110+AHw-ELKSL+AHw-KIAA0378,ELKS/RAB6+AC0-interacting/CAST family member 2,
ERC2+AC0-IT1,C1orf1+AHw-C3orf51+AHw-Po42+AHw-C1orf1+AHw-C3orf51,ERC2 intronic transcript 1,
ERCC1,COFS4+AHw-RAD10+AHw-UV20+AHw-RAD10,ERCC excision repair 1+AHw- endonuclease non+AC0-catalytic subunit,
ERCC2,COFS2+AHw-EM9+AHw-TFIIH+AHw-TTD+AHw-TTD1+AHw-XPD+AHw-MAG+AHw-EM9+AHw-MGC102762+AHw-MGC126218+AHw-MGC126219+AHw-TFIIH+AHw-XPD+AHw-XPD+AHw-XPDC,ERCC excision repair 2+AHw- TFIIH core complex helicase subunit,
ERCC3,BTF2+AHw-GTF2H+AHw-RAD25+AHw-TFIIH+AHw-TTD2+AHw-XPB+AHw-XPB+AHw-BTF2+AHw-RAD25+AHw-TFIIH+AHw-GTF2H+AHw-XPB+AHw-XPBC,ERCC excision repair 3+AHw- TFIIH core complex helicase subunit,
ERCC4,ERCC11+AHw-FANCQ+AHw-RAD1+AHw-XFEPS+AHw-XPF+AHw-RAD1+AHw-FANCQ+AHw-XPF+AHw-ERCC11+AHw-XPF,ERCC excision repair 4+AHw- endonuclease catalytic subunit,
ERCC5,COFS3+AHw-ERCC5+AC0-201+AHw-ERCM2+AHw-UVDR+AHw-XPG+AHw-XPGC+AHw-ERCM2+AHw-XPGC+AHw-ERCM2+AHw-XPG+AHw-XPGC,ERCC excision repair 5+AHw- endonuclease,
ERCC5+AC0-201,,,
ERCC6,ARMD5+AHw-CKN2+AHw-COFS+AHw-COFS1+AHw-CSB+AHw-CSB+AC0-PGBD3+AHw-POF11+AHw-RAD26+AHw-UVSS1+AHw-CSB+AHw-RAD26+AHw-ARMD5+AHw-CKN2+AHw-CSB,ERCC excision repair 6+AHw- chromatin remodeling factor,
ERCC6L,PICH+AHw-RAD26L+AHw-FLJ20105+AHw-PICH+AHw-RAD26L+AHw-PICH,ERCC excision repair 6 like+AHw- spindle assembly checkpoint helicase,
ERCC6L2,BMFS2+AHw-C9orf102+AHw-RAD26L+AHw-SR278+AHw-FLJ37706+AHw-RAD26L+AHw-C9orf102+AHw-C9orf102+AHw-RAD26L,ERCC excision repair 6 like 2,
ERCC8,CKN1+AHw-CSA+AHw-UVSS2+AHw-CSA+AHw-CKN1+AHw-CKN1+AHw-CSA,ERCC excision repair 8+AHw- CSA ubiquitin ligase complex subunit,
ERCM1,,,
ERDA1,,,
EREG,EPR+AHw-ER+AHw-Ep+AHw-ER,epiregulin,
ERF,CHYTS+AHw-CRS4+AHw-PE+AC0-2+AHw-PE2+AHw-PE+AC0-2+AHw-PE2,ETS2 repressor factor,
ERFE,C1QTNF15+AHw-CTRP15+AHw-FAM132B+AHw-FLJ37034+AHw-CTRP15+AHw-C1QTNF15+AHw-FAM132B+AHw-C1QTNF15+AHw-CTRP15+AHw-FAM132B,erythroferrone,
ERG,erg+AC0-3+AHw-p55+AHw-erg+AC0-3+AHw-p55,ERG+AHw- ETS transcription factor,
ERG/EWS,,,
ERG1,SQLE,,
ERG28,C14orf1+AHw-NET51+AHw-NET51+AHw-C14orf1+AHw-C14orf1,ergosterol biosynthesis 28 homolog,
ERGIC1,AMCN+AHw-ERGIC+AC0-32+AHw-ERGIC32+AHw-NET24+AHw-ERGIC32+AHw-ERGIC+AC0-32+AHw-KIAA1181+AHw-NET24+AHw-ERGIC32+AHw-KIAA1181,endoplasmic reticulum+AC0-golgi intermediate compartment 1,
ERGIC2,CDA14+AHw-Erv41+AHw-PTX1+AHw-cd002+AHw-PTX1+AHw-Erv41+AHw-ERV41+AHw-PTX1,ERGIC and golgi 2,
ERGIC3,C20orf47+AHw-C2orf47+AHw-CGI+AC0-54+AHw-Erv46+AHw-NY+AC0-BR+AC0-84+AHw-PRO0989+AHw-SDBCAG84+AHw-dJ477O4.2+AHw-CGI+AC0-54+AHw-PRO0989+AHw-NY+AC0-BR+AC0-84+AHw-Erv46+AHw-SDBCAG84+AHw-C20orf47+AHw-C20orf47+AHw-ERV46+AHw-SDBCAG84,ERGIC and golgi 3,
ERH,DROER+AHw-DROER,ERH+AHw- mRNA splicing and mitosis factor,
ERHP1,,,
ERHP2,,,
ERI1,'3''HEXO+AHw-HEXO+AHw-THEX1+AHw-3''HEXO+AHw-THEX1+AHw-3''EXO+AHw-THEX1',exoribonuclease 1,
ERI2,EXOD1+AHw-ZGRF5+AHw-KIAA1504+AHw-MGC16943+AHw-ZGRF5+AHw-EXOD1+AHw-EXOD1+AHw-KIAA1504,ERI1 exoribonuclease family member 2,
ERI3,PINT1+AHw-PRNPIP+AHw-FLJ22943+AHw-PINT1+AHw-PRNPIP+AHw-PINT1+AHw-PRNPIP+AHw-PRNPIP1,ERI1 exoribonuclease family member 3,
ERI3+AC0-IT1,,,
ERICD,ERIC+AHw-LINC01130+AHw-TCONS+AF8-00014875,E2F1+AC0-regulated inhibitor of cell death,
ERICH1,HSPC319,glutamate rich 1,
ERICH2,,,
ERICH3,C1orf173+AHw-DKFZp547I048+AHw-RP11+AC0-653A5.1+AHw-C1orf173+AHw-C1orf173,glutamate rich 3,
ERICH3+AC0-AS1,,,
ERICH4,C19orf69+AHw-LOC100170765+AHw-C19orf69+AHw-C19orf69,glutamate rich 4,
ERICH5,C8orf47+AHw-FLJ39553+AHw-C8orf47+AHw-C8orf47,glutamate rich 5,
ERICH6,C3orf44+AHw-ERICH6A+AHw-FAM194A+AHw-MGC39662+AHw-ERICH6A+AHw-C3orf44+AHw-FAM194A+AHw-C3orf44+AHw-FAM194A,glutamate rich 6,
ERICH6+AC0-AS1,,,
ERICH6B,FAM194B+AHw-FLJ32682+AHw-FAM194B+AHw-FAM194B,glutamate rich 6B,
ERLEC1,C2orf30+AHw-CIM+AHw-CL24936+AHw-CL25084+AHw-HEL117+AHw-XTP3+AC0-B+AHw-XTP3TPB+AHw-CL25084+AHw-XTP3TPB+AHw-XTP3+AC0-B+AHw-ERLECTIN+AHw-C2orf30+AHw-C2orf30+AHw-XTP3TPB,endoplasmic reticulum lectin 1,
ERLEC1P1,,,
ERLIN1,C10orf69+AHw-Erlin+AC0-1+AHw-KE04+AHw-KEO4+AHw-SPFH1+AHw-SPG62+AHw-KE04+AHw-Erlin+AC0-1+AHw-SPG62+AHw-C10orf69+AHw-SPFH1+AHw-C10orf69+AHw-KE04+AHw-KEO4+AHw-SPFH1,ER lipid raft associated 1,
ERLIN2,C8orf2+AHw-Erlin+AC0-2+AHw-NET32+AHw-SPFH2+AHw-SPG18+AHw-NET32+AHw-Erlin+AC0-2+AHw-C8orf2+AHw-SPFH2+AHw-SPG18+AHw-C8orf2+AHw-SPFH2,ER lipid raft associated 2,
ERLNC1,ElncRNA1+AHw-TC0101441,estrogen receptor responsive lncRNA 1,
ERMAP,BTN5+AHw-PRO2801+AHw-RD+AHw-SC+AHw-BTN5+AHw-RD+AHw-SC+AHw-RD+AHw-SC,erythroblast membrane associated protein (Scianna blood group),
ERMARD,C6orf70+AHw-PVNH6+AHw-dJ266L20.3+AHw-FLJ11152+AHw-dJ266L20.3+AHw-C6orf70+AHw-C6orf70,ER membrane associated RNA degradation,
ERMN,JN+AHw-KIAA1189+AHw-JN+AHw-ERMIN+AHw-KIAA1189+AHw-KIAA1189,ermin,
ERMP1,FXNA+AHw-KIAA1815+AHw-bA207C16.3+AHw-FLJ23309+AHw-FXNA+AHw-KIAA1815+AHw-FXNA+AHw-KIAA1815,endoplasmic reticulum metallopeptidase 1,
ERN1,IRE1+AHw-IRE1P+AHw-IRE1a+AHw-hIRE1p+AHw-IRE1+AHw-IRE1P+AHw-IRE1,endoplasmic reticulum to nucleus signaling 1,
ERN2,IRE1+AC0-BETA+AHw-IRE1b+AHw-IRE2p+AHw-hIRE2p+AHw-IRE1b+AHw-IRE2,endoplasmic reticulum to nucleus signaling 2,
ERO1A,ERO1+AC0-L+AHw-ERO1+AC0-L+AC0-alpha+AHw-ERO1+AC0-alpha+AHw-ERO1L+AHw-ERO1LA+AHw-Ero1alpha+AHw-ERO1+AC0-alpha+AHw-Ero1alpha+AHw-ERO1L+AHw-ERO1L,endoplasmic reticulum oxidoreductase 1 alpha,
ERO1B,ERO1LB+AHw-Ero1beta+AHw-ERO1+AC0-L(beta)+AHw-Ero1beta+AHw-ERO1LB+AHw-ERO1LB,endoplasmic reticulum oxidoreductase 1 beta,
ERP27,C12orf46+AHw-PDIA8+AHw-FLJ32115+AHw-ERp27+AHw-PDIA8+AHw-C12orf46+AHw-C12orf46,endoplasmic reticulum protein 27,
ERP29,C12orf8+AHw-ERp28+AHw-ERp31+AHw-HEL+AC0-S+AC0-107+AHw-PDI+AC0-DB+AHw-PDIA9+AHw-ERp28+AHw-ERp31+AHw-ERp29+AHw-PDI+AC0-DB+AHw-PDIA9+AHw-C12orf8+AHw-C12orf8+AHw-ERP28,endoplasmic reticulum protein 29,
ERP29P1,ERP28P,endoplasmic reticulum lumenal protein 29 pseudogene 1,
ERP44,PDIA10+AHw-TXNDC4+AHw-KIAA0573+AHw-PDIA10+AHw-TXNDC4+AHw-KIAA0573+AHw-TXNDC4,endoplasmic reticulum protein 44,
ERP70,,,
ERRFI1,GENE+AC0-33+AHw-MIG+AC0-6+AHw-MIG6+AHw-RALT+AHw-MIG+AC0-6+AHw-GENE+AC0-33+AHw-RALT+AHw-MIG6,ERBB receptor feedback inhibitor 1,
ERRgamma,,,
ERV18+AC0-1,,,
