	symbol	associated_ids
39281	HEL-S-6	10327
39282	dA204F4.4	57631
39283	WBP1LP5	106480780
39284	EPKHE	1828
39285	DNM1DN15-1	100216505
39286	C10orf69	10613
39287	PIG29	2305
39288	YKLK1	606293
39289	ADGRC1	9620
39290	ERCC6L2	375748
39291	LOC110121090	110121090
39292	ACOT8	10005
39293	LOC728026	728026
39294	My021	27069
39295	LOC389895	389895
39296	LOC107984494	107984494
39297	RNF26	79102
39298	S100D	6276
39299	OASL	8638
39300	POU5F2	134187
39301	C7orf41	222166
39302	MIR5692C1	100847082
39303	CDV-1	28981
39304	RFX2	5990
39305	Noxp20	92689
39306	SLFN11	91607
39307	DHFRP2	5669|729816
39308	BMPR2	659
39309	LUSTR1	57720
39310	PP9284	7113
39311	HIP-10	55660
39312	MAGE-Xp	4112
39313	FAM138D	677784
39314	HSPB11	51668
39315	FAME2	151|554188
39316	ZSCAN33	7586
39317	hg105	125958
39318	ANKRD57P1	100131984
39319	MAD2L1P	326596
39320	PILB	22921
39321	SPAM	346007
39322	14q(II-11)	767589
39323	IGKV2-29	28920
39324	MEP1AP3	389747
39325	LOC105370537	105370537
39326	bA86F4.2	221303
39327	HTR5BP	645694
39328	HIST2H2AA	8337
39329	TRNAM17	100189315
39330	KNSL1	3832
39331	K100	389941
39332	SMARCC1	6599
39333	KRT18P20	121054
39334	LOC105371725	105371725
39335	OR10J4P	391121
39336	NMD-R1	2902
39337	PPP1R2A	5504
39338	HSPF4	3301
39339	ARCH2	339487
39340	FAM32CP	645646
39341	MIRN1911	100302222
39342	Cwc14	8896
39343	IGLV7-35	28777
39344	RPS25P8	100131196
39345	WDR45B	56270
39346	LOC105369576	105369576
39347	WAPL	23063
39348	D17S136E	6352
39349	RPAP4	11321
39350	TMEM66	51669
39351	LOC107983980	107983980
39352	IGLON1	4978
39353	SRrp53	51319
39354	MIR129-1	406917
39355	MIR3648	100500862
39356	DEC1	8553|50514
39357	RNU6-665P	106481392
39358	KIAA2012	100652824
39359	SCUBE2	57758
39360	LOC105370939	105370939
39361	RNU6-81P	100873780
39362	ZNF167	55888
39363	MRPS21P5	359769
39364	RNU2-7P	100873824
39365	LOC105376836	105376836
39366	HNRPA3	10151|220988
39367	CSPG4LYP2	84664
39368	GPC3	2719
39369	COX6BP-3	1343
39370	MUC20	200958
39371	MIR758	768212
39372	FAM92A1	137392
39373	proMBP	5553
39374	NF1P9	101930150
39375	PFKP	5214
39376	STK25	10494
39377	LACTB	114294
39378	ERVK-16	100616411
39379	C22orf2	25776
39380	RYKP	6260
39381	UBE2Q2P11	100421767
39382	APOH	350
39383	C14orf166B	145497
39384	hsa-mir-6779	102465467
39385	SMIT2	6526|115584
39386	LOC105378214	105378214
39387	HCCS	3052
39388	LOC112268300	112268300
39389	LGLK	2645
39390	LST3	28234|84173|338821
39391	LOC107126288	107126288
39392	RNU7-84P	100151681
39393	RPS5P8	392424
39394	C15orf18	83640
39395	NOK	55359
39396	MIRN622	693207
39397	LINC01156	102725541
39398	LOC647208	647208
39399	CRYG3	1420
39400	PSMD10P3	338091
39401	LOC112268242	112268242
39402	SDR34C1	51635
39403	LOC105376299	105376299
39404	KKLC1	203413
39405	MPPB	9512
39406	LOC105377387	105377387
39407	WT6	5978
39408	C10orf14	282973
39409	LOC105370359	105370359
39410	FIBP	9158
39411	MEIOC	284071
39412	LOC105377305	105377305
39413	FAAP90	2187
39414	METTL7AP1	100996686
39415	CACC3	9635
39416	IGKV2D-19	28887
39417	CYPIB1	1545
39418	MS4A4E	643680
39419	THC6	6714
39420	HRP2	84717
39421	SUPT4H1P1	100190947
39422	HSPDP7	54047
39423	RPL19P8	391719
39424	LINC02022	105376955
39425	OR37E	81366
39426	TCEAL7	56849
39427	HYPL	10133
39428	AIS1	27022|260402|373071
39429	C17orf55	284185
39430	LPPR1	54886
39431	C6orf106	64771
39432	RPL35AP23	100271633
39433	LOC105378924	105378924
39434	LOC442427	442427
39435	ERVW-15	106144597
39436	NDUFB3P2	93994
39437	mir-409	574413
39438	C6orf140	389396
39439	LOC112267850	112267850
39440	LOC110121371	110121371
39441	MMTAG2	79169
39442	THSD1	55901
39443	MIR1179	100302235
39444	ulnaless	80856
39445	aC1	10141
39446	CNTN5	53942
39447	TNNI1	7135
39448	LOC107985335	107985335
39449	es64	10948
39450	TCRBV23S2	28552
39451	POM121L4P	266697
39452	MSRB1P1	441849
39453	HEL-S-35	5223
39454	hsa-mir-6778	102466733
39455	LOC100288031	100288031
39456	TRS-AGA2-4	23437|100189247
39457	MIR1827	100302217
39458	PIRC62	100313816
39459	14q(I-6)	767566
39460	MSTP003	54148
39461	EMCN-IT1	107986233
39462	RAB6B	51560
39463	RPS20_3_230	100271080
39464	BP75	23629|29117
39465	HSC20	150274
39466	V1-22	28778
39467	HNRNPA1P4	389674
39468	MKRN1	23608
39469	LOC101927509	101927509
39470	TTC28-AS	284900
39471	U7.67	100151665
39472	RN5S120	100873390
39473	LINC01458	104797537
39474	TMF1P1	106480320
39475	EPB41L4A-AS2	54508
39476	NBIA4	11152|83636
39477	C21orf258	25966
39478	PP6R3	55291
39479	PPIAP79	100289244
39480	CYP4F12	66002
39481	AAG2	6767
39482	SR	6344|6623
39483	ECE	1889
39484	RAD23BP1	131185
39485	LOC110120963	110120963
39486	CYB5D1	124637
39487	SP3	560|6670
39488	LOC101928849	101928849
39489	NUDT6	11162
39490	CST9LP1	128820
39491	MAGI2-AS2	100874021
39492	NOXA1	10811
39493	RPL9_1_9	642740
39494	NUDE1	54820
39495	TMCC4	54499
39496	SIR2L3	23410
39497	RNA5SP103	100873374
39498	NMMHCB	4628
39499	MTND4LP14	107075305
39500	LOC111946244	111946244
39501	MED30S	90390
39502	FAM13B	51306
39503	RPL21_55_1506	100129685
39504	KRTAP10-1	386677
39505	IGHV315	28448
39506	RPL5P13	100270834
39507	LOC112268128	112268128
39508	FOXO3A	2309
39509	PGES2	80142
39510	JTK5B	6260
39511	LINC01337	103689917
39512	PGR5	390212
39513	SUV39H2	79723
39514	MIR1205	100302161
39515	LOC101409255	101409255
39516	PIG3	9540|64975
39517	LINC01085	152742
39518	RPL35AP8	100271310
39519	HTCD37	58497
39520	LOC105379041	105379041
39521	LOC105370773	105370773
39522	PXK	54899
39523	SMAD9	4093
39524	DEFT1	170949
39525	MIR7845	102465835
39526	LOC105372932	105372932
39527	RPL7A_11_798	442660
39528	MIR3914-1	100500836
39529	NIF3	58190
39530	MPND	84954
39531	PRED54	84536
39532	H3F3C	440093
39533	RAD1P1	100128880
39534	TRD-GTC5-1	100189061
39535	RAD23BLP	54034
39536	NET44	79751
39537	NCRNA00168	642394
39538	OR51J1	79470
39539	LINC00299	339789
39540	CTAG1A	246100
39541	POP5	51367
39542	ADAMTS15	170689
39543	CAP-D3	23310
39544	C4orf40	401137
39545	APG16L	55054
39546	H4/e	8363
39547	IMD48	7535
39548	GnT1IP	152586
39549	P16INK4	1029
39550	LOC101927060	101927060
39551	MSH6	2956
39552	LOC154449	154449
39553	LOC105373878	105373878
39554	HP10122	54499
39555	L40mt	64976
39556	NKAT8	3809
39557	CEN3	1070
39558	ZNF477	92822
39559	OGD	2260
39560	BCAS2	10286
39561	FAM131A	131408
39562	AMIGO-2	347902
39563	my042	80013
39564	BTHLM1	1291|1292|1293
39565	hsa-mir-652	724022
39566	LOC105374328	105374328
39567	LINC02271	105377249
39568	HEL-S-130P	1509
39569	LOC107985541	107985541
39570	SERT	6532
39571	RNU1-61P	106481980
39572	XAP-3	537
39573	RNU7-74P	100151671
39574	LINC01538	400654
39575	LOC102724096	102724096
39576	LOC107985563	107985563
39577	LOC110121157	110121157
39578	ColGalT 2	23127
39579	RBPMS2	348093
39580	VN1R110P	100312803
39581	CBX7	23492
39582	RN5S514	100873565
39583	LOC107984429	107984429
39584	SLC35G1	159371
39585	NCRNA00312	29931
39586	UDPGT 2B9	7364
39587	bA592B15.7	100652748
39588	LOC107986735	107986735
39589	LOC105369752	105369752
39590	LOC101929538	101929538
39591	WDR57	9410
39592	LOC105371702	105371702
39593	HPRG	3273
39594	VAM1	51678
39595	RAM2	55536|64184
39596	AC4	196883
39597	GNAI2	2771
39598	HMGN2P25	729687
39599	IGHV3-49	28423
39600	TRD-GTC2-6	100189158|100189239
39601	HEL-S-89	6299
39602	p600	23352
39603	DEANR1	140828
39604	HIST2H2BE	8349
39605	LDB2	9079
39606	LINC00577	100113403
39607	GLCE	26035
39608	MIR1261	100302228
39609	GTF2IP3	645686
39610	CDK13	8621
39611	TRBV58	28607
39612	UNC93B1	81622
39613	LOC105377224	105377224
39614	LOC105370878	105370878
39615	RPS29P6	100270903
39616	OLMALINC	90271
39617	TMEM128	85013
39618	Rumi	56983
39619	PPP1R18	170954
39620	PACS-2	23241
39621	LOC100996911	100996911
39622	CHED1	58495
39623	LINC00128	441543
39624	ARAFP1	100421741
39625	MTMR9LP	339483
39626	RAPGEF4	11069
39627	U20	6082
39628	LINC00629A	100506757
39629	LOC100420500	100420500
39630	HNRNPA1P38	100421384
39631	RN7SKP229	106480904
39632	FRMD4	55691
39633	FAM91A1	157769
39634	CCR-5	1234
39635	K78	196374
39636	EGP-2	4072
39637	GS3786	10447
39638	RNU2-63P	106480225
39639	TXNP6	171560
39640	RX	30062
39641	FTLP13	100462793
39642	LOC105376142	105376142
39643	CTBP1-AS2	92070
39644	DXS1253E	2157
39645	Car4	762
39646	L27mt	51264
39647	SAF-A2	221092
39648	CSPG2	1462
39649	RPS12P10	100271056
39650	ADIPOR1P1	645220
39651	IAN5	55340
39652	LINC02124	105371048
39653	MCB5	1528
39654	HEL-S-51e	6472
39655	GPR155	151556
39656	SOSS-B1	6742|79035
39657	IGLV(I)-70	28763
39658	LOC100421372	100421372
39659	ZIN	29888|54476
39660	HSPD1P12	283320
39661	PPP1R15B	84919
39662	PTGS2-AS1	103752588
39663	BUCENTAUR	10428
39664	RPL36P7	100271010
39665	PGC	5225
39666	OR2A14	135941
39667	RPL21P105	728693
39668	LOC105375291	105375291
39669	BM-011	51319
39670	LOC110121126	110121126
39671	miRNA10A	406902
39672	CGM8	1090
39673	XPMC2H	57109
39674	DHHC8	29801
39675	Z17A	26773
39676	TCONS_00014882	104326051
39677	LOC112268432	112268432
39678	RP11-363D14	10865
39679	TRNAE42P	100189528
39680	CD106	7412
39681	SMAR	246751
39682	GFRP1	3164
39683	RPB7	5436
39684	REC1	5810
39685	SEMCAP	10755
39686	GAPDHS	26330
39687	PCDHX	27328|83259
39688	OR52W1P	120787
39689	CESC1	256126
39690	P14	1029|6280|11102|51639
39691	ZNF100	163227
39692	Calmbp1	259266
39693	KRTAP1A	81851
39694	MSANTD2P1	100130310
39695	FUT10	84750
39696	LOC107987095	107987095
39697	WMS1	81794
39698	LOC105373198	105373198
39699	Sdh8	135154
39700	LOC100419862	100419862
39701	RPS2_13_694	100132673
39702	S100A16	140576|388697
39703	Fbx18	84893
39704	LOC107987033	107987033
39705	MUCIL	2984
39706	LOC105371870	105371870
39707	PLEKHH3	79990
39708	LOC100419792	100419792
39709	ATP6V0C	527
39710	KRT8P22	342419
39711	PP5	5536|7980
39712	RHOHP1	29984
39713	ACHM1	54714
39714	hsa-mir-374	442919
39715	RN5S291	100873544
39716	RBM22P4	100271870
39717	TTLL6	284076
39718	DLAD	58511
39719	DRIP150	9282
39720	HPTPE	5791
39721	GSTAP5	647169
39722	ERMAN1	11253
39723	CRCS4	26585
39724	LINC02425	105369810
39725	VN2R13P	100033401
39726	LOC107985872	107985872
39727	4-31.1P	28370
39728	RC1	57332
39729	INTS4	92105
39730	LOC105374164	105374164
39731	MEP1AP4	643157
39732	CI-51K	4723
39733	G6NT	2650
39734	KIAA0930	23313
39735	TRIM3	10612
39736	LOC107985648	107985648
39737	SLC35B4	84912
39738	LOC101928809	101928809
39739	C16orf18	197335
39740	CTGLF6	642517
39741	RNA5SP177	100873439
39742	ZNF845	91664
39743	HAT1R	185
39744	MEP1B	4225
39745	SSSCA1-AS1	254100
39746	CRFR1	1394
39747	NIPAL4	348938
39748	TRAV1-2	28692
39749	LOC112486215	112486215
39750	p59OASL	8638
39751	ZSWIM2	151112
39752	LOC105374793	105374793
39753	AF10	8028
39754	LOC105378320	105378320
39755	TCRBV7S1	28597
39756	pp12744	64782
39757	DEF5	1670
39758	C14orf154	84193
39759	CIDP	5376
39760	CHMP6	79643
39761	TIM23	100287932
39762	MLLT6	4302
39763	RN7SL187P	106481829
39764	D6S46	202500
39765	SNORD116-25	100033436
39766	SC5D	6309
39767	ERA	26284
39768	GYG2-AS1	100873938
39769	RPIP8	10900
39770	USP17L20	100287441
39771	TAB-2	23118
39772	PNPLA-gamma	50640
39773	RNU6-746P	106479896
39774	LOC112268202	112268202
39775	RPS29_5_1384	122449
39776	CK-4	3851
39777	ZDHHC13	54503
39778	NCRNA00190	100126791
39779	SULT1C2	6819|27233
39780	LOC107986450	107986450
39781	FMO9P	116123
39782	LOC105379418	105379418
39783	GPATCH5	27238
39784	CTES7D	106480788
39785	LOC107986367	107986367
39786	FLJ13224	79857
39787	UG0636c06	84698
39788	LOC108281154	108281154
39789	MIR378J	102465136
39790	ZSCAN23	222696
39791	RPL17P35	100271284
39792	CrGAP	80728
39793	PGR15	392486
39794	MIR128B	406916
39795	TMA16P2	100101407
39796	LOC107986697	107986697
39797	SEPP1	6414
39798	GTF2D	6908
39799	HCCR1	25875
39800	RNU1-23P	106478980
39801	KRTAP4.13	84616
39802	C6orf217	100131814
39803	RN7SL579P	106481020
39804	OTUD6A	139562
39805	HNF1beta	6928
39806	SFRS8	6433
39807	LOC110121384	110121384
39808	LOC105371450	105371450
39809	LOC105371882	105371882
39810	LOC105370798	105370798
39811	MIRLET7F1	406888
39812	RNU6-888P	106479959
39813	myr4	4642
39814	MLC3F	4632
39815	RPL17P48	100271416
39816	CBLL2	158506
39817	FHF1	2257
39818	PRO1905	55472
39819	RNU6-215P	106481245
39820	SYD1	85360
39821	mir-3156-1	100422988
39822	PRKG2	5593
39823	CASP	1523|9595|10491
39824	SOCS6	9306
39825	ZNF527	84503
39826	LOC103689914	103689914
39827	PRLTS1	3295
39828	BSRPC	124925
39829	WDR69	164781
39830	LOC105371096	105371096
39831	CSPG4P12	728121
39832	UNQ5804	59082
39833	XMRE	10159
39834	WBP-2	23558
39835	RN5S192	100873454
39836	CALM2	805
39837	LOC111589213	111589213
39838	UGT1H	54576
39839	LOC105378109	105378109
39840	TXNDC13	56255
39841	UGT2B24P	54572
39842	FAM86C2P	645332
39843	SELENOWP1	23679
39844	V2-14	28796
39845	CEK3	2263
39846	hsa-mir-6848	102465511
39847	LOC102724509	102724509
39848	RF-A	6117
39849	VWSM	100917
39850	CMD1W	7414
39851	PMS2P6	729453
39852	RNA5SP516	100873567
39853	LOC107985526	107985526
39854	RPL7AP20	100271037
39855	RPL26_10_1113	653147
39856	LOC107986905	107986905
39857	FCM	8996
39858	ZAP1	148266
39859	RNU7-40P	100147827
39860	pp10122	6813
39861	S15	6209
39862	STPG3	441476
39863	LOC105375202	105375202
39864	SNORA100	106635532
39865	LOC112268131	112268131
39866	RPS17L1	6218|6219
39867	LOC105374108	105374108
39868	BCHED	590
39869	MED1	5469|8930
39870	STN1	11037|79991
39871	LOC110120725	110120725
39872	TCRBV3S1	28559|28619
39873	LOC105376404	105376404
39874	FRA19A	2469
39875	HsT828	728929
39876	D6D	9415
39877	HCP22	360175
39878	SESN2	83667
39879	JS-2	134145
39880	SPX	80763
39881	MGAT4A	11320
39882	PGR9	442206
39883	ISCA2	122961
39884	ANX2P3	305
39885	S14mt	63931
39886	UBE2Q2P5Y	100421717
39887	GTF3C1	2975
39888	LAMR1P8	643617
39889	CXINSq27.1	3342
39890	LOC107985329	107985329
39891	LOC100418965	100418965
39892	LOC107987096	107987096
39893	MIRN106A	406899
39894	RFNG	5986
39895	RNU1-34P	106481607
39896	CALNUC	4924
39897	MRP63P6	134490
39898	ACTGP5	100462767
39899	LOC107986791	107986791
39900	RIFLE	90678
39901	D11S4896E	6786
39902	RNU6-1247P	106481574
39903	TRF4-1	11044
39904	ZNF33B	7582
39905	TRD	6964|7192
39906	SLC25A49	23787
39907	LL0XNC01-250H12.3	100506901
39908	PRPF19	27339
39909	VCXB	51480
39910	mtRF1a	54516
39911	ZA2G	563
39912	LOC105375643	105375643
39913	SPDYE11	100996746
39914	FAM3D	131177
39915	SYNGR2P	283698
39916	DRIP3	79693
39917	IRX4P1	100009671
39918	CHAK2	140803
39919	CBAS3	9420
39920	PCDHG	56115
39921	LOC100420897	100420897
39922	LOC105375038	105375038
39923	LOC112272568	112272568
39924	ADCAII	6314
39925	ZNF440L	284390
39926	LGALS3	3958
39927	CYP2C19	1557
39928	LOC102723592	102723592
39929	LOC100506675	100506675
39930	LOC105378004	105378004
39931	MTDPS3	1716
39932	L2mt	51253
39933	bA476B13.1	64768
39934	GPR71	80834
39935	EEF1AKMT1	221143
39936	TRAR1	134864
39937	CR-2	22816
39938	ZET	643836
39939	LOC105372236	105372236
39940	LOC101929045	101929045
39941	NPC	4864
39942	MTMR8	55613|66036
39943	ACOXL	55289
39944	BMS1P11	644632
39945	TIMM23	100287932
39946	GAN2	50717
39947	MRP-S25	64432
39948	KIAA0355	9710
39949	p44/Mep50	79084
39950	RETGC-1	3000
39951	LOC101927623	101927623
39952	TDRD9	122402
39953	RPP40P2	100420608
39954	OR1-36	127617
39955	RN7SKP210	106480898
39956	LINC00951	401260
39957	PRAMEF24	391002
39958	OR9L1P	79301
39959	CLMF2	3593
39960	ST3GAL1	6482
39961	3-HAO	23498
39962	D22S749	5816
39963	CIRL3	23284
39964	ENHO	375704
39965	PEPP2	54477|84528
39966	TUBD1	51174
39967	LINC01005	100506050
39968	ATP6V1B1	525
39969	RNU6-403P	106480578
39970	MRPS2	51116
39971	MIRN128-2	406916
39972	RAB5EP	9135
39973	AKAP100	9472
39974	ST3GalIII	6487
39975	MUC-B1	107986752
39976	PRB1	5542|5933
39977	MED15P6	100996438
39978	ADIRF-AS1	100133190
39979	C1orf119	56900
39980	MANI	130074
39981	COQ8	56997
39982	TRBV72	28596
39983	OA18	544320
39984	LPGAT1	9926
39985	WASF1P1	100131624
39986	GPVI	51206
39987	CEP83-DT	144486
39988	MRP-S18-1	51023
39989	LOC101928316	101928316
39990	LOC105379583	105379583
39991	MAGEB5	347541
39992	TCRGV4	6977
39993	MIHC	330|4640
39994	NR3B3	2104
39995	IGKV2-4	28929
39996	hMLH1	4292
39997	TRNAD6	100189134
39998	MAMLD1	10046
39999	LOC105370892	105370892
40000	MIR5739	102466081
40001	JTV1	7965
40002	DSAEC	10449
40003	bA318P23.1	643503
40004	LYPD4	147719
40005	ERBB	1956
40006	HECH	11335
40007	IDDM2	3630
40008	LOC110120795	110120795
40009	RPSA_9_357	645326
40010	C1orf227	149643
40011	LOC105370224	105370224
40012	SNHG9	735301
40013	BAX	581
40014	LINC01105	150622
40015	FBXL1	6502
40016	CAF1A	8208
40017	STK22A	23752
40018	CYP4A20	199974
40019	LOC105373796	105373796
40020	OR5M7P	79508
40021	EMAP	2009
40022	GIG25	12
40023	RPS8_5_1417	192133
40024	hscp30	7170
40025	LOC101929802	101929802
40026	CYPXIB2	1585
40027	SARAF	51669
40028	SKCA2	3781
40029	CGB-PDE	8654
40030	ZNF32-OT1	414201
40031	RPL19_1_59	100131759
40032	RPI	22934
40033	LOC105375161	105375161
40034	ANIB1	116833
40035	RPS10_6_1108	100271349
40036	CLAPS1	1174
40037	E2F-6	1876
40038	THEM5	284486
40039	DUSP8P	441554
40040	LOC105370480	105370480
40041	LOC728660	728660
40042	Necl-1	57863
40043	AYTL3	254531
40044	hsa-mir-1257	100302168
40045	LOC105379882	105379882
40046	LOC105369483	105369483
40047	OR8G6	219865
40048	LINC01773	107985519
40049	SCCMS	1134|1140|1144|1145
40050	ATP5KP2	53410
40051	MRP-L27	64975
40052	Dnahc9	1770
40053	CKS2	1164
40054	M-RDGB-beta	26207
40055	OR12-1	121275
40056	DMP-1	1758
40057	MER	10461
40058	C15orf29	79768
40059	NIPSNAP3B	55335
40060	CNTNAP3P8	100420785
40061	LOC105372323	105372323
40062	CPAMD5	2
40063	ZBBX	79740
40064	OR9-28	26735
40065	LOC440982	440982
40066	SUV39H	6839
40067	ncRNA-a5	100874055
40068	LOC102723516	102723516
40069	LOC100533707	100533707
40070	Spir-1	56907
40071	gul3DH	51084
40072	NCRNA00001	7503
40073	YEA	84912
40074	LSM5	23658
40075	MIR3142HG	107075116
40076	ASAH2L	653308
40077	GAPVD1	26130
40078	MRX64	4427
40079	CMYA5	202333
40080	L15	6138|28901|91057
40081	HOAT4	114571
40082	TCAG_30283	442290
40083	SFPQ	6421|654780
40084	p27(BBP)	3692
40085	ISM2	145501
40086	SEC63P2	100420287
40087	UPII	7379
40088	hs6V1-2p	387317
40089	CTGLF9P	728005
40090	SMPD4	55627
40091	CCK-A	886
40092	PRO229	922
40093	IFNB2	3569
40094	RIC1	57589
40095	DNAHC12	201625
40096	DIMT1L	27292
40097	APO-E	348
40098	MIR5000	100846995
40099	CSNB4	60506
40100	C6orf107	54887
40101	LBRCA1	394269
40102	LOC110121161	110121161
40103	ARAFP2	644000
40104	MIRN1250	100302229
40105	IGKV1D42	28892
40106	LIN28B-AS1	100113403
40107	LOC105372328	105372328
40108	USP6P2	100631253
40109	ZC4H2	55906
40110	TRNAV8	791231
40111	LOC105372733	105372733
40112	HMGIY	3159
40113	LOC105372092	105372092
40114	RPS2P41	100271245
40115	OR11-49	120793
40116	LOC105374090	105374090
40117	TFIIIC110	2976
40118	KATP2	3763
40119	TRG18	8504
40120	RNA5SP249	100873505
40121	PGA3	643834
40122	NCRNA00287	81571
40123	HOX3A	3224
40124	VLA-2	3673
40125	ADGRA1	84435
40126	PDB4B	5190
40127	LECAM1	6402
40128	TMSB4XP8	7117
40129	LNCR1	450093
40130	AIPDS	90268
40131	ACOD1	730249
40132	OR5D4	8594
40133	NPHS9	79934
40134	HEMPAS	10483
40135	LOC105370174	105370174
40136	HPPCn	8125
40137	HANK	56172
40138	C9orf72	203228
40139	LOC102724818	102724818
40140	ROQUIN	149041
40141	LUCAIR1	100499467
40142	LOC102723703	102723703
40143	MGLUR3	2913
40144	C10orf96	374355
40145	HG83	26661
40146	GEMIN8	54960
40147	RN7SL627P	106481093
40148	AAT2	252843
40149	ATP6V1EL2	90423
40150	TCRBV27S1P	28621
40151	hsa-mir-6741	102466270
40152	TCP10L2	401285
40153	NCR1	9437
40154	CALHM4	221301
40155	CCDC144B	284047
40156	LOC101927209	101927209
40157	RNU6-223P	106481248
40158	BRADYB1	623
40159	THIK-1	56659
40160	DNM1DN9	400403
40161	ZEB2-AS	100303491
40162	CIP2	1033
40163	G3PP	54020|283871
40164	PAP39	5635
40165	SUMO2P15	106480417
40166	CDH7L1	1005
40167	LOC107984574	107984574
40168	LOC105377747	105377747
40169	TIGIRR-2	11141
40170	FGF-AS	11162
40171	NOP17	55011
40172	ZNF915	284312
40173	mir-489	574442
40174	BW13	474313
40175	KBTBD8	84541
40176	DHPS	1725
40177	EIEE45	2560
40178	E1-7	6080
40179	LOC107985492	107985492
40180	SLITRK6	84189
40181	LOC105372649	105372649
40182	LOC105371462	105371462
40183	OR1D5	8386
40184	DUSP11	8446
40185	HRD	6905
40186	RNU6-622P	106479841
40187	D8S2298E	7993
40188	RP39	7399
40189	D11S812E	5080
40190	LOC105369371	105369371
40191	LOC105369714	105369714
40192	LOC112533648	112533648
40193	ATP6V0A1	535
40194	LOC101928372	101928372
40195	LOC105372044	105372044
40196	LOC105374666	105374666
40197	ALDOS	1585
40198	TCRAV31S1	28641|28651
40199	HFE3	7036
40200	CMOAT	1244
40201	DCTN3	11258
40202	GATSL2	729438
40203	LMO-2	4005
40204	SYNC	81493
40205	RPS14P7	100271065
40206	LOC728327	728327
40207	C5orf64-AS1	100506526
40208	CGI-35	51077
40209	PTPRL2	5786
40210	GEP100	9922
40211	PPP2R2D	55844
40212	hsa-mir-6724-3	103504739
40213	SRP14P1	390284
40214	SDR9C8	8608
40215	TCEANC	170082
40216	MIR4644	100616430
40217	LOC105371720	105371720
40218	TSPAN29	928
40219	SPG-R	9446
40220	KCNS3	3790
40221	PGM5	5239
40222	RNU6-820P	106479929
40223	AFBP	3484
40224	MATS2	92597
40225	LOC100419960	100419960
40226	TRIM11	81559
40227	KDELC2	143888
40228	LINC02101	101928569
40229	SLK	2534|9748
40230	ZBTB6	10773
40231	TAF11L8	112488737
40232	GST4	2946
40233	VAT1L	57687
40234	SREB	54329
40235	APOLVI	80830
40236	ADA1	117143
40237	MIRN570	693155
40238	TRNAA28	100189299
40239	ZNF161	7716
40240	ZNF559-ZNF177	100529215
40241	JBTS12	374654
40242	LOC100272217	100272217
40243	C1orf84	23334
40244	hCAP-D3	23310
40245	OR8B5P	26592
40246	RNU4-57P	106479584
40247	TOGARAM2	165186
40248	BIRC6	57448
40249	PRO0823	2533
40250	AARE	327
40251	Prp6	24148
40252	ACK1	10188
40253	C1orf226	400793
40254	RPS17L4	442216
40255	MTATP6P14	107075157
40256	HBZ1	3050
40257	TMEM268	203197
40258	RN7SKP88	106480860
40259	DIP-1	57534
40260	OR5G5P	81191
40261	LINC01941	105373600
40262	PGCP1	441897
40263	39.1	3872
40264	S152. LPFS2	939
40265	PLXNA1	5361
40266	PCN	5116|5339
40267	RPL21P5	641613
40268	NPM1P2	4871
40269	CD44-AS1	109729172
40270	C19orf54	284325
40271	RPL29P30	729611
40272	TRAJ22	28733
40273	NYS5	780901
40274	LOC105371117	105371117
40275	MST1L	11223
40276	KRTAP3-1	83896
40277	SEC23B	10483
40278	NCRNA00266-2P	100287785
40279	KIR3.4	3762
40280	CCND3P2	106480307
40281	DLX9	1748
40282	KLK-L6	43847
40283	KCNE1B	102723475
40284	GABRR3	200959
40285	NCRNA00020	57061
40286	LOC105370524	105370524
40287	HS-E1	110740339
40288	LOC107986850	107986850
40289	SHAPNS	55252
40290	TMEM218	219854
40291	NHE2	6549
40292	ALDH9A1	223
40293	MEX	151112
40294	BLOC3S2	89781
40295	MIR4536-1	100616155
